Unnamed: 0,address,target_building_id,target_address
8831,"197046, Санкт-Петербург (г.), Санкт-Петербург г, Каменноостровский (пр-кт.), д.1-3",196331,"г.Санкт-Петербург, Каменноостровский проспект, дом 1-3, корпус 1, литера А"
5237,"195298, Санкт-Петербург г, Ленская ул, д.20, Строение 2",40998,"г.Санкт-Петербург, Ленская улица, дом 20, корпус 2, литера А"
6056,"198332, Санкт-Петербург г, Маршала Казакова ул, д.24, Строение 3",82115,"г.Санкт-Петербург, 3-я Советская улица, дом 24, литера А"
12958,"191119, Санкт-Петербург г, Константина Заслонова ул, д.6",83294,"г.Санкт-Петербург, Броневая улица, дом 6, литера Г11"
2671,"195427, Санкт-Петербург (г.), Тихорецкий (пр-кт.), д.25, Строение 3",222571,"г.Санкт-Петербург, Волго-Донской проспект, дом 25, строение 4"
425,"199397, Санкт-Петербург г, Кораблестроителей ул, д.37, Строение 2",45098,"г.Санкт-Петербург, улица Кораблестроителей, дом 37, корпус 2, литера А"
6572,"197701, Санкт-Петербург (г.), Сестрорецк (г.), Гагаринская (ул.), д.75, 1, 1",213132,"г.Санкт-Петербург, Парашютная улица, дом 75, корпус 1, строение 1"
7609,"193230, Санкт-Петербург (г.), Архивная (ул.), д.9, Строение 2",33252,"г.Санкт-Петербург, Синопская набережная, дом 30"
11118,"196634, Санкт-Петербург (г.), Санкт-Петербург г, Полоцкая (Славянка) ул, д.14  4",187372,"г.Санкт-Петербург, Петергофское шоссе, дом 67, литера Г4"
8443,"193079, Санкт-Петербург г, Новоселов ул, д.25",82253,"г.Санкт-Петербург, Садовая улица, дом 28-30, корпус 25"
7663,"193312, Санкт-Петербург г, Солидарности пр-кт, д.15, Строение 2",136416,"г.Санкт-Петербург, Горелово, 1-й проезд, дом 13, литера Г2"
147,"190005, Санкт-Петербург г, Обводного канала наб, д.151-153",187138,"г.Санкт-Петербург, набережная Обводного канала, дом 150"
9541,"197350, Санкт-Петербург (г.), Комендантский пр., д.64, к. 2",35222,"г.Санкт-Петербург, проспект Непокорённых, дом 63, литера К50"
4511,"195027, Санкт-Петербург г, Краснодонская ул, д.7",89299,"г.Санкт-Петербург, Большая Конюшенная улица, дом 7"
3823,"198152, Санкт-Петербург г, Краснопутиловская ул, д.17",222140,"г.Санкт-Петербург, Арсенальная улица, дом 21, строение 7"
229,"190068, Санкт-Петербург г, Глинки ул, д.13",51044,"г.Санкт-Петербург, улица Глинки, дом 13, литера Г"
657,"199106, Санкт-Петербург г, Канареечная ул, д.11",66749,"г.Санкт-Петербург, улица Седова, дом 91, корпус 6, литера И"
12755,"191123, Санкт-Петербург г, Манежный пер, д.7",55196,"г.Санкт-Петербург, Песчаный переулок, дом 7"
11719,"192071, Санкт-Петербург г, Славы пр-кт, д.30, Строение 2",136112,"г.Санкт-Петербург, проспект Чернышевского, дом 20, литера г1"
5085,"195298, Санкт-Петербург г, Коммуны ул, д.26, Строение 3",134220,"г.Санкт-Петербург, проспект Науки, дом 26, корпус 3"
10291,"197373, Санкт-Петербург г, Планерная ул, д.43, Строение 2",219082,"г.Санкт-Петербург, Парашютная улица, дом 43, строение 4"
9118,"198516, Санкт-Петербург г, Петергоф г, Морского Десанта ул, д.3",224214,"г.Санкт-Петербург, проспект Римского-Корсакова, дом 22, строение 3"
6032,"198332, Санкт-Петербург г, Ленинский пр-кт, д.81, Строение 2",133505,"г.Санкт-Петербург, Ленинский проспект, дом 81, корпус 3, литера А"
3068,"195271, Санкт-Петербург (г.), Герасимовская (ул.), д.5, Строение А",215058,"г.Санкт-Петербург, Бестужевская улица, дом 3, корпус 5, строение 1"
9331,"198412, Санкт-Петербург г, Ломоносов г, Скуридина ул, д.7",165504,"г.Санкт-Петербург, Петергофское шоссе, дом 84, корпус 12, литера А"
3111,"195009, Санкт-Петербург (г.), Санкт-Петербург г, Комсомола, д.35",206812,"г.Санкт-Петербург, Лахта, Новая улица, дом 51, корпус 35"
7824,"193315, Санкт-Петербург г, Большевиков пр-кт, д.61, Строение 4",78798,"г.Санкт-Петербург, проспект Непокорённых, дом 63, корпус 33"
12070,"192071, Санкт-Петербург (г.), Санкт-Петербург г, Бухарестская ул, д.37",110011,"г.Санкт-Петербург, Серпуховская улица, дом 37, литера Б"
10268,"197374, Санкт-Петербург г, Савушкина ул, д.124, Строение 2",213128,"г.Санкт-Петербург, Кубинская улица, дом 73, корпус 2, строение 2"
5002,"195112, Санкт-Петербург г, Шаумяна пр-кт, д.41",51922,"г.Санкт-Петербург, Пулковское шоссе, дом 41, литера Г122"
7963,"193312, Санкт-Петербург г, Коллонтай ул, д.47, Строение 3",11662,"г.Санкт-Петербург, проспект Стачек, дом 47, строение 13"
6641,"197706, Санкт-Петербург г, Сестрорецк г, Дубковское ш, д.13",93788,"г.Санкт-Петербург, Меншиковский проспект, дом 13, корпус 3, литера Б"
2251,"195221, Санкт-Петербург (г.), Полюстровский (пр-кт.), д.15, Строение 2",219166,"г.Санкт-Петербург, Северный проспект, дом 127, корпус 3, строение 1"
9754,"197227, Санкт-Петербург г, Испытателей пр-кт, д.21",211914,"г.Санкт-Петербург, проспект Металлистов, дом 28, строение 3"
9196,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.14, Строение 1",42981,"г.Санкт-Петербург, Свердловская набережная, дом 14, корпус 2, литера П"
10609,"197373, Санкт-Петербург (г.), Шуваловский (пр-кт.), д.53, Строение 4",218432,"г.Санкт-Петербург, Боровая улица, дом 53, корпус 4, строение 1"
12854,"191028, Санкт-Петербург г, Фурштатская ул, д.6",87961,"г.Санкт-Петербург, 6-я Советская улица, дом 28, литера Б"
9221,"188512, Санкт-Петербург г, Ломоносов г, Дворцовый пр-кт, д.49",215239,"г.Санкт-Петербург, Ленинский проспект, дом 49, строение 1"
7800,"193168, Санкт-Петербург г, Искровский пр-кт, д.17, Строение 2",163327,"г.Санкт-Петербург, Искровский проспект, дом 30, литера И"
9457,"197229, Санкт-Петербург (г.), Санкт-Петербург г, Юнтоловский пр., д.51, 5, 1",206751,"г.Санкт-Петербург, Лахта, Новая улица, дом 51, корпус 73"
3509,"198260, Санкт-Петербург г, Ветеранов пр-кт, д.94",10913,"г.Санкт-Петербург, набережная реки Мойки, дом 94"
5636,"198334, Санкт-Петербург (г.), Санкт-Петербурга, ул. Добровольцев, д.56, к.3",137788,"г.Санкт-Петербург, Коннолахтинский проспект, дом 32, литера Г5"
1296,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Композиторов ул, д.29-2 А",188181,"г.Санкт-Петербург, Суворовский проспект, дом 40а, литера Б"
609,"199106, Санкт-Петербург г, Карташихина ул, д.7",14484,"г.Санкт-Петербург, улица Маршала Новикова, дом 7, литера В"
4619,"195027, Санкт-Петербург (г.), Магнитогорская (ул.), д.3, Строение 2",23107,"г.Санкт-Петербург, Грузинская улица, дом 3, корпус 1, литера Г2"
10657,"197372, Санкт-Петербург г, Авиаконструкторов пр-кт, д.15, Строение 2",189533,"г.Санкт-Петербург, Торики, садоводство ""АТП-71"", дом 15, литера А"
4785,"195067, Санкт-Петербург г, Маршала Блюхера пр-кт, д.51, Строение 2",206815,"г.Санкт-Петербург, Лахта, Новая улица, дом 51, корпус 49"
11650,"192283, Санкт-Петербург г, Олеко Дундича ул, д.19, Строение 2",16352,"г.Санкт-Петербург, улица Олеко Дундича, дом 19, корпус 1"
4399,"196641, Санкт-Петербург г, Полевая ул, д.6",62223,"г.Санкт-Петербург, 1-я Берёзовая аллея, дом 6"
205,"190068, Санкт-Петербург (г.), Санкт-Петербург г, Реки Фонтанки наб, д.121, лит А",33579,"г.Санкт-Петербург, набережная реки Фонтанки, дом 121, литера А"
811,"194295, Санкт-Петербург (г.), Санкт-Петербург г, Художников пр-т, д.23-2 А",128331,"г.Санкт-Петербург, Торики, садоводство ""Дружный-2"", Южная аллея, участок 41"
11627,"192284, Санкт-Петербург г, Загребский б-р, д.7, Строение 2",211742,"г.Санкт-Петербург, Бестужевская улица, дом 7, корпус 2, строение 1"
4410,"196655, Санкт-Петербург г, Колпино г, Московская ул, д.3, Строение 2",134358,"г.Санкт-Петербург, Новоизмайловский проспект, дом 67, корпус 2, литера Г5"
6209,"198323, Санкт-Петербург (г.), Санкт-Петербург, Красносельское ш., д.46/6,ст.1",191692,"г.Санкт-Петербург, садоводство ""Красный Октябрь"", дом 255, литера А"
6838,"196210, Санкт-Петербург г, Штурманская ул, д.38, Строение 2А",208908,"г.Санкт-Петербург, Малая Десятинная улица, дом 38, строение 1"
197,"190121, Санкт-Петербург (г.), Санкт-Петербург г, Дровяной пер, д.6 А",83738,"г.Санкт-Петербург, Броневая улица, дом 6, литера Г23"
10589,"197373, Санкт-Петербург (г.), Арцеуловская (ал..), д.19 , 2, 1",101558,"г.Санкт-Петербург, улица Седова, дом 71, корпус 3, строение 1"
5150,"195030, Санкт-Петербург г, Энтузиастов пр-кт, д.51, Строение 4",203484,"г.Санкт-Петербург, Литейный проспект, дом 51"
534,"199155, Санкт-Петербург г, Железноводская ул, д.50",60847,"г.Санкт-Петербург, Железноводская улица, дом 50, литера А"
6592,"197706, Санкт-Петербург г, Сестрорецк г, Инструментальщиков ул, д.17",218063,"г.Санкт-Петербург, Витебский проспект, дом 17, корпус 7, строение 1"
9896,"197349, Санкт-Петербург г, Королева пр-кт, д.29, Строение 2",135171,"г.Санкт-Петербург, улица Руднева, дом 29, корпус 3"
2557,"195256, Санкт-Петербург (г.), Науки (пр-кт.), д.24, Строение 2",67738,"г.Санкт-Петербург, проспект Науки, дом 24, корпус 3, литера А"
4483,"195112, Санкт-Петербург г, Перевозный пер, д.17",31830,"г.Санкт-Петербург, Стартовая улица, дом 17, литера Г121"
8281,"193318, Санкт-Петербург г, Пятилеток пр-кт, д.14, Строение 3",72706,"г.Санкт-Петербург, 14-я линия В.О., дом 31-33"
773,"Санкт-Петербург (г.), Поэтический (б-р.), д.15, Строение 2",217042,"г.Санкт-Петербург, Большеохтинский проспект, дом 15, корпус 2, строение 1"
9355,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.3, Строение 1",223813,"г.Санкт-Петербург, Новосергиевская улица, дом 3, строение 1"
7463,"196240, Санкт-Петербург (г.), Санкт-Петербург г, 1-й Предпортовый проезд, д.15, стр. 1",81126,"г.Санкт-Петербург, проспект Непокорённых, дом 63, литера К15"
1574,"194291, Санкт-Петербург (г.), Санкт-Петербург г, Кустодиева ул, д.16 2, А",11315,"г.Санкт-Петербург, Большая Зеленина улица, дом 2/42"
2950,"195197, Санкт-Петербург (г.), Металлистов (пр-кт.), д.128, Строение А",23536,"г.Санкт-Петербург, Малоохтинский проспект, дом 52, литера Г1"
3834,"198096, Санкт-Петербург г, Кронштадтская ул, д.20",214267,"г.Санкт-Петербург, Туристская улица, дом 20"
12330,"192284, Санкт-Петербург г, Димитрова ул, д.9, Строение 2",217117,"г.Санкт-Петербург, Цветочная улица, дом 9, корпус 2, строение 1"
4015,"196641, Санкт-Петербург г, Садовая ул, д.2, Строение а",3843,"г.Санкт-Петербург, Кирочная улица, дом 67, строение 2"
799,"194292, Санкт-Петербург (г.), Руднева (ул.), д.27, Строение 3",208988,"г.Санкт-Петербург, проспект Художников, дом 26, корпус 3, строение 1"
1402,"194100, Санкт-Петербург (г.), Санкт-Петербург г, Харченко ул, д.6 А",95379,"г.Санкт-Петербург, Канонерский остров, дом 41, литера Ж"
1004,"194017, Санкт-Петербург (г.), Санкт-Петербург г, Гданьская ул, д.16-2 А",187254,"г.Санкт-Петербург, Октябрьская набережная, дом 40, литера Г1"
6581,"197706, Санкт-Петербург г, Сестрорецк г, Приморское ш, д.350",59921,"город Сестрорецк, Приморское шоссе, дом 350, литера А"
