Unnamed: 0,address,target_building_id,target_address
10408,"197373, Санкт-Петербург г, Авиаконструкторов пр-кт, д.4, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
7362,"196158, Санкт-Петербург (г.), Санкт-Петербург г, Дунайский проспект, д.7 5",201438,"г.Санкт-Петербург, Дунайский проспект"
3649,"198302, Санкт-Петербург г, Маршала Казакова ул, д.5, Строение 2",200477,"г.Санкт-Петербург, улица Маршала Казакова"
1783,"194356, Санкт-Петербург (г.), Санкт-Петербург г, Есенина ул, д.18-3, А",39022,"г.Санкт-Петербург, улица Есенина, дом 18, корпус 1, литера А"
7698,"193168, Санкт-Петербург г, Дыбенко ул, д.24, Строение 3",24002,"г.Санкт-Петербург, улица Дыбенко, дом 24, корпус 4, литера Б"
8769,"192174, Санкт-Петербург г, Седова ул, д.152",34006,"г.Санкт-Петербург, улица Седова, дом 152, литера В"
4630,"195067, Санкт-Петербург г, Бестужевская ул, д.49",3741,"г.Санкт-Петербург, Бестужевская улица, дом 49, литера А"
12797,"191023, Санкт-Петербург г, Гороховая ул, д.38",42458,"г.Санкт-Петербург, Гороховая улица, дом 38, литера В"
7999,"193231, Санкт-Петербург г, Латышских Стрелков ул, д.11, Строение 3",38831,"г.Санкт-Петербург, улица Латышских Стрелков, дом 11, корпус 4, литера А"
1091,"194355, Санкт-Петербург (г.), Санкт-Петербург г, Жени Егоровой ул, д.5-2 А",53151,"г.Санкт-Петербург, улица Жени Егоровой, дом 8, литера А"
9591,"197183, Санкт-Петербург г, Черной речки наб, д.8",83679,"г.Санкт-Петербург, набережная Черной речки, дом 12"
8644,"193149, Санкт-Петербург (г.), Русановская (ул.), д.9, Строение 2",213879,"г.Санкт-Петербург, Русановская улица, дом 9, корпус 2, строение 1"
178,"190013, Санкт-Петербург г, Бронницкая ул, д.33",66774,"г.Санкт-Петербург, Бронницкая улица, дом 33, литера В"
7565,"192076, Санкт-Петербург (г.), Славянская ул.,, д.19 1",73573,"г.Санкт-Петербург, Лахта, Славянская улица, дом 19"
5128,"195298, Санкт-Петербург г, Косыгина пр-кт, д.30, Строение 4",6201,"г.Санкт-Петербург, проспект Косыгина, дом 30, корпус 2, литера А"
12848,"191015, Санкт-Петербург г, Советская 9-я ул, д.4-6",24144,"г.Санкт-Петербург, 2-я Советская улица, дом 7"
11575,"188289, Ленинградская обл, Луга г, Детский городок Лесное, д.1",71999,"г.Санкт-Петербург, Детский переулок, дом 5"
973,"194223, Санкт-Петербург (г.), Санкт-Петербург г, 2-й муринский пр-т, д.3 А",8768,"г.Санкт-Петербург, 2-й Муринский проспект, дом 9"
8890,"197022, Санкт-Петербург (г.), Санкт-Петербург г, Академика Павлова ул, д.д.8 к2",22584,"г.Санкт-Петербург, улица Академика Павлова, дом 5"
7045,"196233, Санкт-Петербург (г.), Санкт-Петербург г, Космонавтов пр-кт, д.37 А",74437,"г.Санкт-Петербург, проспект Космонавтов, дом 37, литера А"
7501,"196240, Санкт-Петербург (г.), Санкт-Петербург г, 5-й Предпортовый проезд, д.6",187547,"г.Санкт-Петербург, 5-й Предпортовый проезд, дом 3"
8995,"197022, Санкт-Петербург г, Грота ул, д.2",83587,"г.Санкт-Петербург, улица Грота, дом 1-3, литера В"
11912,"192283, Санкт-Петербург г, Загребский б-р, д.41",44418,"г.Санкт-Петербург, Загребский бульвар, дом 41, литера А"
6325,"198206, Санкт-Петербург г, Ветеранов пр-кт, д.173, Строение 5, стр.1",211803,"г.Санкт-Петербург, проспект Ветеранов, дом 173, корпус 5, строение 1"
9587,"197183, Санкт-Петербург (г.), Санкт-Петербург г, Савушкина, д.18 А",16592,"г.Санкт-Петербург, улица Савушкина, дом 18, литера А"
7628,"193168, Санкт-Петербург г, Антонова-Овсеенко ул, д.15",6435,"г.Санкт-Петербург, улица Антонова-Овсеенко, дом 15, литера А"
2281,"195220, Санкт-Петербург (г.), Гражданский (пр-кт.), д.27, Строение 3",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
931,"194362, Санкт-Петербург (г.), Санкт-Петербург г, Фёдора Абрамова ул, д.16-2 А",205146,"посёлок Парголово, улица Фёдора Абрамова, дом 16, корпус 1, литера А"
2938,"195197, Санкт-Петербург (г.), Полюстровский (пр-кт.), д.65 А",222907,"г.Санкт-Петербург, Полюстровский проспект, дом 65, строение 1"
10334,"197374, Санкт-Петербург г, Яхтенная ул, д.9, Строение 4,литер А",213278,"г.Санкт-Петербург, Яхтенная улица, дом 1, корпус 2, строение 1"
2932,"195267, Санкт-Петербург (г.), Ушинского (ул.), д.39, Строение 2",47177,"г.Санкт-Петербург, улица Ушинского, дом 39, корпус 1, литера А"
615,"199004, Санкт-Петербург г, Малый В.О. пр-кт, д.6",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
1847,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Энгельса пр-кт, д.143 2, А",5449,"г.Санкт-Петербург, проспект Энгельса, дом 143, корпус 1"
8991,"197110, Санкт-Петербург г, Левашовский пр-кт, д.16",28416,"г.Санкт-Петербург, Левашовский проспект, дом 16, литера А"
522,"199397, Санкт-Петербург г, Кораблестроителей ул, д.35, Строение 3",214231,"г.Санкт-Петербург, улица Кораблестроителей, дом 35"
9274,"198412, Санкт-Петербург г, Ломоносов г, Федюнинского ул, д.16, Строение 3",89977,"город Ломоносов, улица Федюнинского, дом 16, литера А"
4083,"196641, Санкт-Петербург г, Плановая ул, д.8",202331,"посёлок Металлострой, Плановая улица"
6147,"198332, Санкт-Петербург г, Ленинский пр-кт, д.82, Строение 4",126468,"г.Санкт-Петербург, Ленинский проспект, дом 82, корпус 4, литера А"
11758,"192281, Санкт-Петербург г, Будапештская ул, д.98, Строение 4",102800,"г.Санкт-Петербург, Будапештская улица, дом 98, корпус 3"
12862,"191002, Санкт-Петербург, Ломоносова ул, д.18",51651,"г.Санкт-Петербург, улица Ломоносова, дом 18, литера Т"
3775,"198207, Санкт-Петербург г, Зины Портновой ул, д.17, Строение 2",36077,"г.Санкт-Петербург, улица Зины Портновой, дом 17, корпус 1, литера А"
7975,"193231, Санкт-Петербург г, Латышских Стрелков ул, д.7, Строение 2",204173,"г.Санкт-Петербург, улица Латышских Стрелков"
7213,"196066, Санкт-Петербург г, Алтайская ул, д.2",14243,"г.Санкт-Петербург, Алтайская улица, дом 9, литера А"
335,"199178, Санкт-Петербург г, 12-я В.О. линия, д.21",56407,"г.Санкт-Петербург, 12-я линия В.О., дом 21"
7182,"196070, Санкт-Петербург г, Варшавская ул, д.52",19163,"г.Санкт-Петербург, Варшавская улица, дом 52, литера А"
10109,"197373, Санкт-Петербург г, Авиаконструкторов пр-кт, д.17, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
9313,"198510, Санкт-Петербург г, Петергоф г, Озерковая ул, д.19, Строение 1",26517,"город Петергоф, Озерковая улица, дом 19, литера А"
9074,"197022, Санкт-Петербург г, Литераторов ул, д.9/11",48880,"г.Санкт-Петербург, улица Литераторов, дом 9-11, литера Б"
23,"196084, Санкт-Петербург (г.), Санкт-Петербург г, Московский проспект, д.73 к 5",21219,"г.Санкт-Петербург, Московский проспект, дом 73, литера А"
1103,"194356, Санкт-Петербург (г.), Санкт-Петербург г, Асафьева ул, д.12 2,А",31165,"г.Санкт-Петербург, улица Асафьева, дом 12, корпус 1, литера А"
3735,"198152, Санкт-Петербург г, Краснопутиловская ул, д.41",4813,"г.Санкт-Петербург, Краснопутиловская улица, дом 41, литера А"
4297,"196641, Санкт-Петербург г, Богайчука ул, д.18",84428,"посёлок Металлострой, улица Богайчука, дом 18, литера А"
12384,"192281, Санкт-Петербург г, Будапештская ул, д.79, Строение 3",51726,"г.Санкт-Петербург, Будапештская улица, дом 79, корпус 3, литера А"
4388,"196650, Санкт-Петербург (г.), Колпино (г.), Пролетарская (ул.), д.135, Строение А",86433,"город Колпино, Пролетарская улица, дом 135, литера А"
1002,"194017, Санкт-Петербург (г.), Санкт-Петербург г, Мориса Тореза пр-т, д.71-3 А",19002,"г.Санкт-Петербург, проспект Тореза, дом 71, корпус 4, литера А"
4454,"196642, Санкт-Петербург г, Коммунаров ул, д.2, Лит. Б",48024,"г.Санкт-Петербург, Горелово, улица Коммунаров, дом 6"
7162,"196158, Санкт-Петербург г, Ленсовета ул, д.82",75416,"г.Санкт-Петербург, улица Ленсовета, дом 82, литера А"
6986,"196211, Санкт-Петербург (г.), Санкт-Петербург г, Бассейная ул, д.71/2",83525,"г.Санкт-Петербург, Бассейная улица, дом 71"
11049,"196605, Санкт-Петербург г, Пушкин г, Генерала Хазова ул, д.16",111670,"город Пушкин, улица Генерала Хазова, дом 16, литера А"
955,"194354, Санкт-Петербург (г.), Санкт-Петербург г, Северный пр-кт, д.12-2 А",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
8169,"193230, Санкт-Петербург г, Крыленко ул, д.21, Строение 3",10671,"г.Санкт-Петербург, улица Крыленко, дом 21, корпус 1, литера С"
11268,"196657, Санкт-Петербург г, Волховская (Новая Ижора) ул, д.1",139532,"посёлок Шушары, Новая Ижора, Волховская улица, дом 3, литера А"
143,"191180, Санкт-Петербург (г.), Санкт-Петербург г, Реки Фонтанки наб, д.94",58692,"г.Санкт-Петербург, набережная реки Фонтанки, дом 94, литера А"
6864,"196070, Санкт-Петербург г, Бассейная ул, д.47",185743,"г.Санкт-Петербург, Бассейная улица, дом 47, литера Т"
8112,"192177, Санкт-Петербург г, Караваевская ул, д.40, Строение 2",6007,"г.Санкт-Петербург, Караваевская улица, дом 40, корпус 1, литера А"
12426,"192281, Санкт-Петербург г, Дунайский пр-кт, д.37, Строение 1",43030,"г.Санкт-Петербург, Дунайский проспект, дом 37, корпус 1, литера А"
9997,"197371, Санкт-Петербург г, Комендантский пр-кт, д.31, Строение 4",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
250,"190068, Санкт-Петербург (г.), Санкт-Петербург г, Лабутина, д.8",797,"г.Санкт-Петербург, улица Лабутина, дом 5, литера А"
11070,"196605, Санкт-Петербург г, Пушкин г, Петербургское ш, д.5, Строение а",213628,"город Пушкин, Петербургское шоссе, дом 2, строение 2"
1807,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Валерия Гаврилина, д.5-2",139497,"посёлок Парголово, улица Валерия Гаврилина, дом 5, литера А"
2073,"194064, Санкт-Петербург (г.), Науки (пр-кт.), д.11, Строение 3",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
8932,"197198, Санкт-Петербург (г.), Лизы Чайкиной (ул.), д.14, Строение А",40477,"г.Санкт-Петербург, улица Лизы Чайкиной, дом 14, литера А"
6941,"196247, Санкт-Петербург г, Новоизмайловский пр-кт, д.61",66709,"г.Санкт-Петербург, Новоизмайловский проспект, дом 61, литера А"
1931,"195221, Санкт-Петербург (г.), Антоновская (ул.), д.3, Строение А",2311,"г.Санкт-Петербург, Антоновская улица, дом 5, литера А"
3333,"198262, Санкт-Петербург г, Лени Голикова ул, д.24, Строение 2",40773,"г.Санкт-Петербург, улица Лёни Голикова, дом 24, литера В"
8574,"193315, Санкт-Петербург г, Дальневосточный пр-кт, д.66, Строение 2",7221,"г.Санкт-Петербург, Дальневосточный проспект, дом 66, корпус 2, литера А"
894,"194064, Санкт-Петербург (г.), Новолитовская (ул.), д.14а, Строение А",21018,"г.Санкт-Петербург, Новолитовская улица, дом 14А"
9094,"197101, Санкт-Петербург г, Сытнинская пл, д.5/7",67039,"г.Санкт-Петербург, Сытнинская улица, дом 5, литера А"
10809,"196626, Санкт-Петербург (г.), Шушары (п.), Новгородский (пр-кт.), д.9 1",207890,"посёлок Шушары, Новгородский проспект, дом 6, литера А"
12189,"192236, Санкт-Петербург г, Софийская ул, д.32, Строение 4",1324,"г.Санкт-Петербург, Софийская улица, дом 32, корпус 6, литера А"
8831,"197046, Санкт-Петербург (г.), Санкт-Петербург г, Каменноостровский (пр-кт.), д.1-3",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
5237,"195298, Санкт-Петербург г, Ленская ул, д.20, Строение 2",19410,"г.Санкт-Петербург, Ленская улица, дом 20, корпус 1, литера А"
6056,"198332, Санкт-Петербург г, Маршала Казакова ул, д.24, Строение 3",22204,"г.Санкт-Петербург, улица Маршала Казакова, дом 24, корпус 3, литера А"
12958,"191119, Санкт-Петербург г, Константина Заслонова ул, д.6",11865,"г.Санкт-Петербург, улица Константина Заслонова, дом 6, литера А"
2671,"195427, Санкт-Петербург (г.), Тихорецкий (пр-кт.), д.25, Строение 3",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
425,"199397, Санкт-Петербург г, Кораблестроителей ул, д.37, Строение 2",15659,"г.Санкт-Петербург, улица Кораблестроителей, дом 37, литера У"
6572,"197701, Санкт-Петербург (г.), Сестрорецк (г.), Гагаринская (ул.), д.75, 1, 1",211279,"город Сестрорецк, Гагаринская улица, дом 75, корпус 2, строение 1"
7609,"193230, Санкт-Петербург (г.), Архивная (ул.), д.9, Строение 2",215920,"муниципальный округ Невский округ, Архивная улица, дом 7, строение 1"
11118,"196634, Санкт-Петербург (г.), Санкт-Петербург г, Полоцкая (Славянка) ул, д.14  4",51850,"посёлок Шушары, территория Славянка, Полоцкая улица, дом 14, корпус 3, литера А"
8443,"193079, Санкт-Петербург г, Новоселов ул, д.25",134371,"г.Санкт-Петербург, улица Новоселов, дом 19, литера Л"
7663,"193312, Санкт-Петербург г, Солидарности пр-кт, д.15, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
147,"190005, Санкт-Петербург г, Обводного канала наб, д.151-153",54717,"г.Санкт-Петербург, набережная Обводного канала, дом 151-153, литера В"
9541,"197350, Санкт-Петербург (г.), Комендантский пр., д.64, к. 2",214357,"г.Санкт-Петербург, Комендантский проспект, дом 64, корпус 1, строение 1"
4511,"195027, Санкт-Петербург г, Краснодонская ул, д.7",10225,"г.Санкт-Петербург, Краснодонская улица, дом 9, литера А"
3823,"198152, Санкт-Петербург г, Краснопутиловская ул, д.17",26170,"г.Санкт-Петербург, Краснопутиловская улица, дом 17, литера А"
229,"190068, Санкт-Петербург г, Глинки ул, д.13",51044,"г.Санкт-Петербург, улица Глинки, дом 13, литера Г"
657,"199106, Санкт-Петербург г, Канареечная ул, д.11",11208,"г.Санкт-Петербург, Канареечная улица, дом 11, литера В"
12755,"191123, Санкт-Петербург г, Манежный пер, д.7",95935,"г.Санкт-Петербург, Манежный переулок, дом 1/4, литера Б"
11719,"192071, Санкт-Петербург г, Славы пр-кт, д.30, Строение 2",19682,"г.Санкт-Петербург, проспект Славы, дом 30, корпус 6, литера А"
5085,"195298, Санкт-Петербург г, Коммуны ул, д.26, Строение 3",18514,"г.Санкт-Петербург, улица Коммуны, дом 26, корпус 4, литера Б"
10291,"197373, Санкт-Петербург г, Планерная ул, д.43, Строение 2",50609,"г.Санкт-Петербург, Планерная улица, дом 43, корпус 1, литера А"
9118,"198516, Санкт-Петербург г, Петергоф г, Морского Десанта ул, д.3",102108,"город Петергоф, улица Морского Десанта, дом 3"
6032,"198332, Санкт-Петербург г, Ленинский пр-кт, д.81, Строение 2",4921,"г.Санкт-Петербург, Ленинский проспект, дом 81, корпус 1, литера Б"
3068,"195271, Санкт-Петербург (г.), Герасимовская (ул.), д.5, Строение А",33643,"г.Санкт-Петербург, Герасимовская улица, дом 5, литера А"
9331,"198412, Санкт-Петербург г, Ломоносов г, Скуридина ул, д.7",199470,"город Ломоносов, улица Скуридина"
3111,"195009, Санкт-Петербург (г.), Санкт-Петербург г, Комсомола, д.35",56462,"г.Санкт-Петербург, улица Комсомола, дом 35, литера А"
7824,"193315, Санкт-Петербург г, Большевиков пр-кт, д.61, Строение 4",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
12070,"192071, Санкт-Петербург (г.), Санкт-Петербург г, Бухарестская ул, д.37",29046,"г.Санкт-Петербург, Бухарестская улица, дом 37, корпус 1, литера А"
10268,"197374, Санкт-Петербург г, Савушкина ул, д.124, Строение 2",30606,"г.Санкт-Петербург, улица Савушкина, дом 124, корпус 1, литера А"
5002,"195112, Санкт-Петербург г, Шаумяна пр-кт, д.41",111005,"г.Санкт-Петербург, проспект Шаумяна, дом 41, литера А"
7963,"193312, Санкт-Петербург г, Коллонтай ул, д.47, Строение 3",4731,"г.Санкт-Петербург, улица Коллонтай, дом 47, корпус 1, литера В"
6641,"197706, Санкт-Петербург г, Сестрорецк г, Дубковское ш, д.13",109324,"город Сестрорецк, Дубковское шоссе, дом 13, литера А"
2251,"195221, Санкт-Петербург (г.), Полюстровский (пр-кт.), д.15, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
9754,"197227, Санкт-Петербург г, Испытателей пр-кт, д.21",22221,"г.Санкт-Петербург, проспект Испытателей, дом 21, литера А"
9196,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.14, Строение 1",52216,"город Петергоф, Ботаническая улица, дом 14, корпус 1, литера А"
10609,"197373, Санкт-Петербург (г.), Шуваловский (пр-кт.), д.53, Строение 4",32802,"г.Санкт-Петербург, Шуваловский проспект, дом 53, корпус 1, литера А"
12854,"191028, Санкт-Петербург г, Фурштатская ул, д.6",9524,"г.Санкт-Петербург, Фурштатская улица, дом 3, литера А"
9221,"188512, Санкт-Петербург г, Ломоносов г, Дворцовый пр-кт, д.49",14128,"город Ломоносов, Дворцовый проспект, дом 49, литера А"
7800,"193168, Санкт-Петербург г, Искровский пр-кт, д.17, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
9457,"197229, Санкт-Петербург (г.), Санкт-Петербург г, Юнтоловский пр., д.51, 5, 1",205167,"г.Санкт-Петербург, Юнтоловский проспект, дом 51, корпус 3, литера А"
3509,"198260, Санкт-Петербург г, Ветеранов пр-кт, д.94",44370,"г.Санкт-Петербург, проспект Ветеранов, дом 94, литера А"
5636,"198334, Санкт-Петербург (г.), Санкт-Петербурга, ул. Добровольцев, д.56, к.3",24206,"г.Санкт-Петербург, улица Добровольцев, дом 56, литера А"
1296,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Композиторов ул, д.29-2 А",6246,"г.Санкт-Петербург, улица Композиторов, дом 29, корпус 3, литера Б"
609,"199106, Санкт-Петербург г, Карташихина ул, д.7",93063,"г.Санкт-Петербург, Карташихина улица, дом 6"
4619,"195027, Санкт-Петербург (г.), Магнитогорская (ул.), д.3, Строение 2",223594,"г.Санкт-Петербург, Магнитогорская улица, дом 1, строение 1"
10657,"197372, Санкт-Петербург г, Авиаконструкторов пр-кт, д.15, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
4785,"195067, Санкт-Петербург г, Маршала Блюхера пр-кт, д.51, Строение 2",2372,"г.Санкт-Петербург, проспект Маршала Блюхера, дом 51, корпус 1, литера А"
11650,"192283, Санкт-Петербург г, Олеко Дундича ул, д.19, Строение 2",16352,"г.Санкт-Петербург, улица Олеко Дундича, дом 19, корпус 1"
4399,"196641, Санкт-Петербург г, Полевая ул, д.6",110227,"г.Санкт-Петербург, 1-я Полевая улица, дом 10, литера А"
205,"190068, Санкт-Петербург (г.), Санкт-Петербург г, Реки Фонтанки наб, д.121, лит А",33579,"г.Санкт-Петербург, набережная реки Фонтанки, дом 121, литера А"
811,"194295, Санкт-Петербург (г.), Санкт-Петербург г, Художников пр-т, д.23-2 А",14308,"г.Санкт-Петербург, проспект Художников, дом 23, корпус 2, литера А"
11627,"192284, Санкт-Петербург г, Загребский б-р, д.7, Строение 2",105751,"г.Санкт-Петербург, Загребский бульвар, дом 4"
4410,"196655, Санкт-Петербург г, Колпино г, Московская ул, д.3, Строение 2",219554,"город Колпино, Московская улица, дом 3, корпус 4, строение 1"
6209,"198323, Санкт-Петербург (г.), Санкт-Петербург, Красносельское ш., д.46/6,ст.1",7349,"г.Санкт-Петербург, Сергиево, Красносельское шоссе, дом 46, литера А"
6838,"196210, Санкт-Петербург г, Штурманская ул, д.38, Строение 2А",54860,"г.Санкт-Петербург, Штурманская улица, дом 38, корпус 1, литера А"
197,"190121, Санкт-Петербург (г.), Санкт-Петербург г, Дровяной пер, д.6 А",17324,"г.Санкт-Петербург, Дровяной переулок, дом 8, литера А"
10589,"197373, Санкт-Петербург (г.), Арцеуловская (ал..), д.19 , 2, 1",221135,"Арцеуловская аллея, дом 19, строение 1"
5150,"195030, Санкт-Петербург г, Энтузиастов пр-кт, д.51, Строение 4",15386,"г.Санкт-Петербург, проспект Энтузиастов, дом 51, корпус 3, литера А"
534,"199155, Санкт-Петербург г, Железноводская ул, д.50",60847,"г.Санкт-Петербург, Железноводская улица, дом 50, литера А"
6592,"197706, Санкт-Петербург г, Сестрорецк г, Инструментальщиков ул, д.17",23336,"город Сестрорецк, улица Инструментальщиков, дом 17, литера А"
9896,"197349, Санкт-Петербург г, Королева пр-кт, д.29, Строение 2",133060,"г.Санкт-Петербург, проспект Королева, дом 22, корпус 1"
2557,"195256, Санкт-Петербург (г.), Науки (пр-кт.), д.24, Строение 2",188144,"г.Санкт-Петербург, Стартовая улица, дом 17, литера КТ"
4483,"195112, Санкт-Петербург г, Перевозный пер, д.17",86296,"г.Санкт-Петербург, Перевозный переулок, дом 17, литера А"
8281,"193318, Санкт-Петербург г, Пятилеток пр-кт, д.14, Строение 3",98188,"г.Санкт-Петербург, проспект Пятилеток, дом 14, корпус 2, литера А"
773,"Санкт-Петербург (г.), Поэтический (б-р.), д.15, Строение 2",55206,"г.Санкт-Петербург, Поэтический бульвар, дом 15, корпус 1, литера А"
9355,"198504, Санкт-Петербург г, Петергоф г, Ботаническая ул, д.3, Строение 1",202615,"город Петергоф, Ботаническая улица"
7463,"196240, Санкт-Петербург (г.), Санкт-Петербург г, 1-й Предпортовый проезд, д.15, стр. 1",214816,"г.Санкт-Петербург, 1-й Предпортовый проезд, дом 15, строение 1"
1574,"194291, Санкт-Петербург (г.), Санкт-Петербург г, Кустодиева ул, д.16 2, А",65335,"г.Санкт-Петербург, улица Кустодиева, дом 16, корпус 1"
2950,"195197, Санкт-Петербург (г.), Металлистов (пр-кт.), д.128, Строение А",85239,"г.Санкт-Петербург, проспект Металлистов, дом 128, литера А"
3834,"198096, Санкт-Петербург г, Кронштадтская ул, д.20",84027,"г.Санкт-Петербург, Кронштадтская улица, дом 20, литера А"
12330,"192284, Санкт-Петербург г, Димитрова ул, д.9, Строение 2",96457,"г.Санкт-Петербург, улица Димитрова, дом 2, литера А"
4015,"196641, Санкт-Петербург г, Садовая ул, д.2, Строение а",72694,"г.Санкт-Петербург, Садовая улица, дом 2"
799,"194292, Санкт-Петербург (г.), Руднева (ул.), д.27, Строение 3",23206,"г.Санкт-Петербург, улица Руднева, дом 27, корпус 3, литера А"
1402,"194100, Санкт-Петербург (г.), Санкт-Петербург г, Харченко ул, д.6 А",25595,"г.Санкт-Петербург, улица Харченко, дом 4"
1004,"194017, Санкт-Петербург (г.), Санкт-Петербург г, Гданьская ул, д.16-2 А",50116,"г.Санкт-Петербург, Гданьская улица, дом 16, литера А"
6581,"197706, Санкт-Петербург г, Сестрорецк г, Приморское ш, д.350",59921,"город Сестрорецк, Приморское шоссе, дом 350, литера А"
2603,"195299, Санкт-Петербург (г.), Просвещения (пр-кт.), д.99, Строение А",76261,"г.Санкт-Петербург, проспект Просвещения, дом 99, литера Б"
1328,"194361, Санкт-Петербург (г.), Левашово (п.), Чкалова (ул.), д.35, Строение А",17255,"посёлок Левашово, улица Чкалова, дом 35, литера А"
12803,"191015, Санкт-Петербург г, Суворовский пр-кт, д.62",10949,"г.Санкт-Петербург, Суворовский проспект, дом 62, литера А"
2524,"195269, Санкт-Петербург (г.), Брянцева (ул.), д.18, Строение 2",20652,"г.Санкт-Петербург, улица Брянцева, дом 18, литера А"
1758,"194358, Санкт-Петербург (г.), Санкт-Петербург г, Михаила Дудина, д.23-2",138534,"посёлок Парголово, улица Михаила Дудина, дом 23, корпус 1, литера А"
